article_id,title,link,author,category_id,pub_date,created_at
AKR20260524014800003,"현대차, 칸영화제 초청작 '호프'에 클래식 모델 스텔라 후원",https://www.yna.co.kr/view/AKR20260524014800003,홍규빈,4,2026-05-24T09:46:31,2026-05-24T19:46:36
AKR20260523030000017,[AI위클리] '피지컬 AI 시대' 임박…국가 차원 보안대책 요구도,https://www.yna.co.kr/view/AKR20260523030000017,박상현,4,2026-05-24T09:30:01,2026-05-24T19:46:36
AKR20260524011800030,"배민, 전국소년체전서 무료 푸드트럭 '응원도시락' 운영",https://www.yna.co.kr/view/AKR20260524011800030,조민정,4,2026-05-24T09:03:12,2026-05-24T19:46:36
AKR20260524012000062,"강원도립대 제빵과 학생 8명, 국제경연대회 전원 금상 수상",https://www.yna.co.kr/view/AKR20260524012000062,유형재,4,2026-05-24T09:00:51,2026-05-24T19:46:36
AKR20260522123100060,"국립수목원, 민통선에 '북한식물전시원' 조성",https://www.yna.co.kr/view/AKR20260522123100060,김도윤,4,2026-05-24T09:00:05,2026-05-24T19:46:36
AKR20260521160800051,"부산 콘텐츠 기업, 제작·재투자 분야 선정",https://www.yna.co.kr/view/AKR20260521160800051,민영규,4,2026-05-24T09:00:03,2026-05-24T19:46:36
AKR20260524011300030,"한국 코카콜라, 청소년 40명에게 장학금 1억2천만원 수여",https://www.yna.co.kr/view/AKR20260524011300030,조민정,4,2026-05-24T08:50:53,2026-05-24T19:46:36
AKR20260524011100030,"롯데칠성음료, 남이섬 뮤직페스티벌서 '핫식스 글로우' 체험행사",https://www.yna.co.kr/view/AKR20260524011100030,조민정,4,2026-05-24T08:43:36,2026-05-24T19:46:36
AKR20260522110000057,울산 고령자 바우처 택시 연령 완화하자…이용 건수 4.5배 ↑,https://www.yna.co.kr/view/AKR20260522110000057,장지현,4,2026-05-24T08:31:00,2026-05-24T19:46:36
AKR20260522056900051,하반신 마비 환자 방치해 전치 4개월 화상…물리치료사 집행유예,https://www.yna.co.kr/view/AKR20260522056900051,김재홍,4,2026-05-24T08:27:03,2026-05-24T19:46:36
AKR20260523035800030,온라인 매출 비중 60% 벽 넘었다…유통시장 구조 개편 본격화,https://www.yna.co.kr/view/AKR20260523035800030,정수연,4,2026-05-24T07:26:30,2026-05-24T19:46:36
AKR20260522110200017,[AI픽] AI 시대 새 격전지 된 스마트글래스…삼성도 출사표,https://www.yna.co.kr/view/AKR20260522110200017,박형빈,4,2026-05-24T07:13:00,2026-05-24T19:46:36
AKR20260523010600030,벌써 '여름 모드' 켠 유통가…여름 가전·먹거리 '조기 등판',https://www.yna.co.kr/view/AKR20260523010600030,조민정,4,2026-05-24T06:55:01,2026-05-24T19:46:36
AKR20260523042900017,"[만나보니] 구글에 지도 반출 끝이 아니다…""공간 AI 주권 경쟁 시작""",https://www.yna.co.kr/view/AKR20260523042900017,오지은,4,2026-05-24T06:33:04,2026-05-24T19:46:36
AKR20260523027600030,"""항공료 비싸 국내로""…여행업계, '체류·프리미엄'으로 차별화",https://www.yna.co.kr/view/AKR20260523027600030,구정모,4,2026-05-24T06:31:01,2026-05-24T19:46:36
AKR20260523052200017,경기도 방사선발생장치 생산기업서 피폭 의심 사건…조사 착수,https://www.yna.co.kr/view/AKR20260523052200017,조승한,4,2026-05-24T06:27:00,2026-05-24T19:46:36
AKR20260522125000530,"개인정보위, 국장급 인선 대부분 완료…'예방중심 체계' 속도",https://www.yna.co.kr/view/AKR20260522125000530,차민지,4,2026-05-24T06:15:01,2026-05-24T19:46:36
AKR20260523025400003,"4월 중동산 원유 수입 작년보다 37%↓…미국산, 1위 턱밑 추격",https://www.yna.co.kr/view/AKR20260523025400003,장보인,4,2026-05-24T06:15:00,2026-05-24T19:46:36
AKR20260522142800017,[들어보니] 해킹보다 무섭다…AI 허위정보 시대 경고,https://www.yna.co.kr/view/AKR20260522142800017,권하영,4,2026-05-24T06:13:01,2026-05-24T19:46:36
AKR20260522147900003,삼전닉스 '영업익 N% 성과급'…빅테크·경쟁사엔 없는 제도,https://www.yna.co.kr/view/AKR20260522147900003,김민지,4,2026-05-24T05:55:30,2026-05-24T19:46:36
AKR20260523026000003,삼전닉스 수십조 성과급 줄때 마이크론 38조·TSMC 85조 투자,https://www.yna.co.kr/view/AKR20260523026000003,김민지,4,2026-05-24T05:55:20,2026-05-24T19:46:36
AKR20260522134200004,직장인 부업으로 번지는 '사이버 포주'…매뉴얼까지 판매 중,https://www.yna.co.kr/view/AKR20260522134200004,정지수,4,2026-05-24T05:55:01,2026-05-24T19:46:36
AKR20260523046600003,"삼성노사 잠정합의안 투표율 80%…일부 주주 ""합의 무효""",https://www.yna.co.kr/view/AKR20260523046600003,조성흠,4,2026-05-23T19:20:02,2026-05-24T19:46:36
AKR20260523040400056,"제주도, 세계동물보건기구 구제역 백신접종 청정지역 재인증",https://www.yna.co.kr/view/AKR20260523040400056,고성식,4,2026-05-23T16:51:27,2026-05-24T19:46:36
AKR20260523038400051,호르무즈 봉쇄 후 다섯번째 한국 유조선 홍해 통과,https://www.yna.co.kr/view/AKR20260523038400051,김재홍,4,2026-05-23T16:20:17,2026-05-24T19:46:36
AKR20260523037400030,"검역본부, WOAH 항생제내성협력센터 획득…내년 수의관포럼 개최",https://www.yna.co.kr/view/AKR20260523037400030,홍국기,4,2026-05-23T16:09:22,2026-05-24T19:46:36
AKR20260523029400017,"여의도서 피크민 블룸 행사…제작진 ""한강 매력 보여주고 싶어""",https://www.yna.co.kr/view/AKR20260523029400017,김주환,4,2026-05-23T13:58:40,2026-05-24T19:46:36
AKR20260522077400017,[게임위드인] K게임 새 먹거리 된 스팀·콘솔 시장,https://www.yna.co.kr/view/AKR20260522077400017,김주환,4,2026-05-23T11:00:01,2026-05-24T19:46:36
AKR20260522141700017,"원자력통제기술원, IAEA와 국제 핵비확산 교육 개최",https://www.yna.co.kr/view/AKR20260522141700017,조승한,4,2026-05-23T11:00:01,2026-05-24T19:46:36
AKR20260521153000017,[테크톡노트] 개발자 축제 된 구글 I/O…AI 미래 한눈에,https://www.yna.co.kr/view/AKR20260521153000017,한상용,4,2026-05-23T10:30:01,2026-05-24T19:46:36
AKR20260522089200371,[K-VIBE] 임기범의 AI혁신 스토리…AI가 쓴 논문보다 무서운 것-②,https://www.yna.co.kr/view/AKR20260522089200371,김희선,4,2026-05-23T10:00:04,2026-05-24T19:46:36
AKR20260522055600051,"""물 섞은 휘발유 판다"" 1인시위로 주유소 업무방해 60대 벌금형",https://www.yna.co.kr/view/AKR20260522055600051,김재홍,4,2026-05-23T09:04:00,2026-05-24T19:46:36
AKR20260522080600051,"부산 국립해양박물관, 29∼30일 '바다 놀이터' 운영",https://www.yna.co.kr/view/AKR20260522080600051,김상현,4,2026-05-23T08:32:01,2026-05-24T19:46:36
AKR20260522158200017,[바이오사이언스] 위고비 독주 흔들까…K바이오 비만약 총공세,https://www.yna.co.kr/view/AKR20260522158200017,박상현,4,2026-05-23T08:30:00,2026-05-24T19:46:36
AKR20260522119200052,"의령군, 25일부터 버스 노선 개편…마을버스 막차 2시간 연장",https://www.yna.co.kr/view/AKR20260522119200052,박영민,4,2026-05-23T08:12:00,2026-05-24T19:46:36
AKR20260522096300060,"고양 저유소 상공서 미확인 드론 발견…""무단 비행 시 처벌""",https://www.yna.co.kr/view/AKR20260522096300060,심민규,4,2026-05-23T07:03:07,2026-05-24T19:46:36
AKR20260521093100030,[이번주뭘살까] 여름대비 패션·가전 수요 잡아라…할인전 풍성,https://www.yna.co.kr/view/AKR20260521093100030,정수연,4,2026-05-23T07:00:02,2026-05-24T19:46:36
AKR20260521040300017,"[AI돋보기] ""위험해서 공개 못한다""…스스로 빗장 거는 빅테크",https://www.yna.co.kr/view/AKR20260521040300017,심재훈,4,2026-05-23T06:33:00,2026-05-24T19:46:36
AKR20260522077000017,"[사이테크+] ""지난 60년간 벼논 온실가스 배출 2배 증가…메탄 배출 급증""",https://www.yna.co.kr/view/AKR20260522077000017,이주영,4,2026-05-23T06:00:00,2026-05-24T19:46:36
AKR20260522135800051,자율운항선박 비강제 국제기준 IMO 채택…국제 표준화 마련,https://www.yna.co.kr/view/AKR20260522135800051,박성제,4,2026-05-22T22:00:00,2026-05-24T19:46:36
AKR20260522162200063,태안 국제원예치유박람회 근로자들 퇴근차량 사고…7명 중경상,https://www.yna.co.kr/view/AKR20260522162200063,정윤덕,4,2026-05-22T21:37:02,2026-05-24T19:46:36
AKR20260522160800004,"CJ그룹 여직원 330명 개인정보, 텔레그램서 가상화폐로 팔려",https://www.yna.co.kr/view/AKR20260522160800004,전재훈,4,2026-05-22T21:17:25,2026-05-24T19:46:36
AKR20260522045052003,삼전 노사합의안 노조 투표율 첫날 66% 넘겨…찬반 양측 결집(종합2보),https://www.yna.co.kr/view/AKR20260522045052003,강태우,4,2026-05-22T21:06:56,2026-05-24T19:46:36
AKR20260522121600003,"통상본부장, APEC 통상장관회의 참석…위기 속 협력 강조",https://www.yna.co.kr/view/AKR20260522121600003,장보인,4,2026-05-22T19:00:01,2026-05-24T19:46:36
AKR20260522138500003,"㈜LG, 3천500억원 규모 자사주 전량 소각",https://www.yna.co.kr/view/AKR20260522138500003,김민지,4,2026-05-22T18:47:12,2026-05-24T19:46:36
AKR20260522149300017,"삼성바이오 노사정 대화 재개…노조 ""교섭방식 논의""",https://www.yna.co.kr/view/AKR20260522149300017,박상현,4,2026-05-22T18:30:57,2026-05-24T19:46:36
AKR20260522140300003,"롯데에너지머티, 자회사 롯데에코월 매각…1천708억원 규모",https://www.yna.co.kr/view/AKR20260522140300003,강태우,4,2026-05-22T17:48:44,2026-05-24T19:46:36
AKR20260522140800053,"DGT모빌리티, 브이성형외과·브이라이프와 의료복지 제휴 협약",https://www.yna.co.kr/view/AKR20260522140800053,김용민,4,2026-05-22T17:47:14,2026-05-24T19:46:36
AKR20260522139600003,"""5년차 6억인데 20년차가 2억""…깊어지는 삼성전자 노노갈등",https://www.yna.co.kr/view/AKR20260522139600003,조성흠,4,2026-05-22T17:46:35,2026-05-24T19:46:36
AKR20260522141100062,"김진태 강원지사 후보 ""반값 농자재 지원 2배 확대""",https://www.yna.co.kr/view/AKR20260522141100062,이재현,4,2026-05-22T17:41:08,2026-05-24T19:46:36
AKR20260522139500017,"[동정] 구혁채 과기정통부 1차관, 주한 싱가포르 대사 면담",https://www.yna.co.kr/view/AKR20260522139500017,조승한,4,2026-05-22T17:36:58,2026-05-24T19:46:36
AKR20260522119000051,"법원 ""전화 상대방 동의없는 '자녀용 앱' 통화녹음은 위법""",https://www.yna.co.kr/view/AKR20260522119000051,김재홍,4,2026-05-22T17:32:33,2026-05-24T19:46:36
AKR20260522133200062,"강원도, 농가소득 5천671만원…5년 연속 전국 3위",https://www.yna.co.kr/view/AKR20260522133200062,이재현,4,2026-05-22T17:28:20,2026-05-24T19:46:36
AKR20260522054851054,"임문영 광산을 후보 ""AI 생활안전 도시 만들겠다""(종합)",https://www.yna.co.kr/view/AKR20260522054851054,박철홍,4,2026-05-22T17:17:10,2026-05-24T19:46:36
AKR20260522129100003,"이재용, 대만서 미디어텍 최고경영자와 반도체 협력 논의",https://www.yna.co.kr/view/AKR20260522129100003,임성호,4,2026-05-22T17:04:23,2026-05-24T19:46:36
AKR20260522127600017,[AI픽] 코딩 없이 AI 에이전트 개발…GS네오텍 '미소' 공개,https://www.yna.co.kr/view/AKR20260522127600017,권하영,4,2026-05-22T17:03:46,2026-05-24T19:46:36
AKR20260522129000003,[인사] 산업통상부,https://www.yna.co.kr/view/AKR20260522129000003,장보인,4,2026-05-22T17:02:28,2026-05-24T19:46:36
AKR20260522129900004,"경찰, '5·18은 北지령' AI가짜기사 작성자 추적…""무관용 수사""",https://www.yna.co.kr/view/AKR20260522129900004,이동환,4,2026-05-22T16:52:27,2026-05-24T19:46:36
AKR20260524047100004,법무부 신임 감찰관에 '종합특검 파견' 강남수 검사 내정,https://www.yna.co.kr/view/AKR20260524047100004,박재현,5,2026-05-24T19:33:55,2026-05-24T19:46:36
AKR20260524046800527,충남 서산·태안 오존주의보 해제,https://www.yna.co.kr/view/AKR20260524046800527,기상뉴스,5,2026-05-24T19:33:24,2026-05-24T19:46:36
AKR20260524046700527,경기 남부권 5개 시 오존주의보 발령…중부권은 오존주의보 해제,https://www.yna.co.kr/view/AKR20260524046700527,기상뉴스,5,2026-05-24T19:28:03,2026-05-24T19:46:36
AKR20260524046200004,"경찰 ""5·18 허위 유포 계정 37개 내사…240건 삭제차단 요청""",https://www.yna.co.kr/view/AKR20260524046200004,윤민혁,5,2026-05-24T19:24:51,2026-05-24T19:46:36
AKR20260524045100001,"李대통령, 포천 백운계곡 방문…시민들 ""자릿세 없어 편해요""",https://www.yna.co.kr/view/AKR20260524045100001,고동욱,5,2026-05-24T19:19:34,2026-05-24T19:46:36
AKR20260524044800001,"李대통령, '中탄광 폭발'에 ""중국 국민께 깊은 애도·위로 전해""",https://www.yna.co.kr/view/AKR20260524044800001,설승은,5,2026-05-24T18:58:58,2026-05-24T19:46:36
AKR20260522065651054,"신문기사 모방 합성물로 5·18 폄훼…경찰, 50대 여성 검거",https://www.yna.co.kr/view/AKR20260522065651054,정회성,5,2026-05-24T18:55:19,2026-05-24T19:46:36
AKR20260524043500527,충남 태안 오존주의보 발령…서산은 오존주의보 유지,https://www.yna.co.kr/view/AKR20260524043500527,기상뉴스,5,2026-05-24T18:27:33,2026-05-24T19:46:36
AKR20260524042800004,'대문 래커칠' 30대 남성 긴급체포…'보복대행' 연루 추정,https://www.yna.co.kr/view/AKR20260524042800004,윤민혁,5,2026-05-24T18:17:27,2026-05-24T19:46:36
AKR20260524041600004,"종합특검, '도이치 수사 무마' 이창수 전 서울중앙지검장 입건",https://www.yna.co.kr/view/AKR20260524041600004,박재현,5,2026-05-24T17:56:38,2026-05-24T19:46:36
AKR20260524040200530,내일 남부·제주부터 비…모레 전국 확대,https://www.yna.co.kr/view/AKR20260524040200530,김잔디,5,2026-05-24T17:45:09,2026-05-24T19:46:36
AKR20260524040700062,강원 설악산서 산악사고 잇따라…1명 심정지,https://www.yna.co.kr/view/AKR20260524040700062,이상학,5,2026-05-24T17:39:01,2026-05-24T19:46:36
AKR20260524039300527,충남 서산 오존주의보 발령,https://www.yna.co.kr/view/AKR20260524039300527,기상뉴스,5,2026-05-24T17:30:43,2026-05-24T19:46:36
AKR20260524039200527,인천 영종·영흥권 2개 군구 오존주의보 해제,https://www.yna.co.kr/view/AKR20260524039200527,기상뉴스,5,2026-05-24T17:29:48,2026-05-24T19:46:36
AKR20260524038400061,용인 낙하 분수 조성 공사현장서 60대 작업자 사망…감전 추정,https://www.yna.co.kr/view/AKR20260524038400061,김솔,5,2026-05-24T17:17:05,2026-05-24T19:46:36
AKR20260524036700052,양산부산대병원 옥상 화재…60대 작업자 1명 화상,https://www.yna.co.kr/view/AKR20260524036700052,박정헌,5,2026-05-24T16:55:53,2026-05-24T19:46:36
AKR20260524035900055,"이남호 전북교육감 후보, 학교체육 활성화 공약 발표",https://www.yna.co.kr/view/AKR20260524035900055,백도인,5,2026-05-24T16:44:51,2026-05-24T19:46:36
AKR20260524034500527,인천 영종·영흥권 2개 군구 오존주의보 발령,https://www.yna.co.kr/view/AKR20260524034500527,기상뉴스,5,2026-05-24T16:27:44,2026-05-24T19:46:36
AKR20260524030700061,불타고 찢기고 무단 철거도…잇따른 선거 현수막 훼손 '눈살',https://www.yna.co.kr/view/AKR20260524030700061,김솔,5,2026-05-24T15:36:40,2026-05-24T19:46:36
AKR20260524030200527,경기 중부권 11개 시 오존주의보 발령,https://www.yna.co.kr/view/AKR20260524030200527,기상뉴스,5,2026-05-24T15:28:40,2026-05-24T19:46:36
AKR20260524028800063,서천서 오토바이 배수로로 추락…70대 운전자 심정지,https://www.yna.co.kr/view/AKR20260524028800063,박주영,5,2026-05-24T15:08:24,2026-05-24T19:46:36
AKR20260524028700052,"김경수 경남지사 후보, '중장년 1인 가구 지원' 공약 발표",https://www.yna.co.kr/view/AKR20260524028700052,박정헌,5,2026-05-24T15:08:01,2026-05-24T19:46:36
AKR20260524027400052,지선 경남 유권자 277만5천745명…작년 대선보다 283명↓,https://www.yna.co.kr/view/AKR20260524027400052,박정헌,5,2026-05-24T14:58:08,2026-05-24T19:46:36
AKR20260524014751063,서산 자동차 부품공장서 불…6시간째 진화작업(종합),https://www.yna.co.kr/view/AKR20260524014751063,박주영,5,2026-05-24T14:51:40,2026-05-24T19:46:36
AKR20260524024500004,'5·18 탱크데이' 여파…법원에 스타벅스 선불금 지급명령 신청,https://www.yna.co.kr/view/AKR20260524024500004,이승연,5,2026-05-24T13:59:40,2026-05-24T19:46:36
AKR20260524024700057,울산서 선거사무원들이 바다에 빠진 아동 구조 도와,https://www.yna.co.kr/view/AKR20260524024700057,김용태,5,2026-05-24T13:56:27,2026-05-24T19:46:36
AKR20260524015951052,"'불심 잡아라'…경남지역 후보들, 부처님오신날 맞춤 유세(종합)",https://www.yna.co.kr/view/AKR20260524015951052,박정헌,5,2026-05-24T13:42:46,2026-05-24T19:46:36
AKR20260524023700053,부처님오신날 사찰 찾은 차량 계곡으로 추락…2명 부상,https://www.yna.co.kr/view/AKR20260524023700053,윤관식,5,2026-05-24T13:13:54,2026-05-24T19:46:36
AKR20260524023500004,한류·BTS 컴백 공연으로 '주목'…광화문광장 방문객 두 배 증가,https://www.yna.co.kr/view/AKR20260524023500004,김동규,5,2026-05-24T13:12:16,2026-05-24T19:46:36
AKR20260524023200054,"초당대, 교육용 경비행기 추락사고 사과…""안전관리 강화""",https://www.yna.co.kr/view/AKR20260524023200054,김혜인,5,2026-05-24T13:00:22,2026-05-24T19:46:36
AKR20260524023100064,충북교육감 후보들 사찰 돌며 '불심 잡기' 총력전,https://www.yna.co.kr/view/AKR20260524023100064,박재천,5,2026-05-24T12:55:32,2026-05-24T19:46:36
AKR20260523038300004,'전자발찌 부착기간 준수사항 어기면 형사처벌'…헌재 합헌결정,https://www.yna.co.kr/view/AKR20260523038300004,이미령,5,2026-05-24T12:00:03,2026-05-24T19:46:36
AKR20260524018500004,"""김건희 요구로 다다미 설치""…'관저 이전 의혹' 윗선 수사 탄력",https://www.yna.co.kr/view/AKR20260524018500004,박재현,5,2026-05-24T11:19:11,2026-05-24T19:46:36
AKR20260524013700004,서울광장 지하공간 40년 만에 개방…K-콘텐츠 체험공간 재탄생,https://www.yna.co.kr/view/AKR20260524013700004,김동규,5,2026-05-24T11:15:04,2026-05-24T19:46:36
AKR20260524013900004,"서울시, 내달까지 하천·계곡 불법시설·영업 특별신고기간",https://www.yna.co.kr/view/AKR20260524013900004,김동규,5,2026-05-24T11:15:03,2026-05-24T19:46:36
AKR20260524014200004,"서울시, 복지상 후보자 공모…나눔·봉사 실천 시민 찾는다",https://www.yna.co.kr/view/AKR20260524014200004,김동규,5,2026-05-24T11:15:01,2026-05-24T19:46:36
AKR20260524014300004,"서울시, 지역아동센터 제철과일 지원 사업 2030년까지 연장",https://www.yna.co.kr/view/AKR20260524014300004,김동규,5,2026-05-24T11:15:01,2026-05-24T19:46:36
AKR20260522108400051,"부산시설공단, 지방선거일 교통약자 대상 두리발 무료 지원",https://www.yna.co.kr/view/AKR20260522108400051,김선호,5,2026-05-24T11:01:00,2026-05-24T19:46:36
AKR20260524017100061,"임태희·안민석, 부처님오신날 사찰 돌며 '불심 잡기' 총력전",https://www.yna.co.kr/view/AKR20260524017100061,최종호,5,2026-05-24T10:56:09,2026-05-24T19:46:36
AKR20260524016900061,성남서 양향자 경기도지사 후보 현수막 훼손…경찰 수사,https://www.yna.co.kr/view/AKR20260524016900061,김솔,5,2026-05-24T10:43:02,2026-05-24T19:46:36
AKR20260524015900052,"'불심 잡아라'…경남지사·교육감 후보, 부처님오신날 맞춤 유세",https://www.yna.co.kr/view/AKR20260524015900052,박정헌,5,2026-05-24T10:26:40,2026-05-24T19:46:36
AKR20260524014900053,"""나도 맛보고 즐겨볼래요""…한일 정상 사로잡은 안동 '북적'",https://www.yna.co.kr/view/AKR20260524014900053,윤관식,5,2026-05-24T10:16:56,2026-05-24T19:46:36
AKR20260524015700371,"""에볼라 사망자 급증""…세이브더칠드런, 민주콩고 긴급모금",https://www.yna.co.kr/view/AKR20260524015700371,정아란,5,2026-05-24T10:13:09,2026-05-24T19:46:36
AKR20260522108900062,"춘천시, '사이로248 출렁다리' 편의·안전시설 보강",https://www.yna.co.kr/view/AKR20260522108900062,이상학,5,2026-05-24T10:10:01,2026-05-24T19:46:36
AKR20260522122100061,'군납 전지 품질조작' 아리셀·에스코넥 전 직원들 2심도 '집유',https://www.yna.co.kr/view/AKR20260522122100061,이영주,5,2026-05-24T10:00:01,2026-05-24T19:46:36
AKR20260524014700063,서산 자동차 부품공장서 불…대응 1단계 발령,https://www.yna.co.kr/view/AKR20260524014700063,박주영,5,2026-05-24T09:57:48,2026-05-24T19:46:36
AKR20260522090300061,경기지역 선거전 과열 양상…'선거법 위반' 고발 잇따라,https://www.yna.co.kr/view/AKR20260522090300061,최종호,5,2026-05-24T09:10:15,2026-05-24T19:46:36
AKR20260522092500057,"울산 보건 당국 ""에볼라바이러스병 예방수칙 지켜야""",https://www.yna.co.kr/view/AKR20260522092500057,장영은,5,2026-05-24T09:10:00,2026-05-24T19:46:36
AKR20260522141600062,"춘천 고교생들, 美 세인트존스대서 고전 토론 배운다",https://www.yna.co.kr/view/AKR20260522141600062,이상학,5,2026-05-24T09:10:00,2026-05-24T19:46:36
AKR20260522116400052,양산성모병원 지역 응급의료기관 지정…24시간 응급진료 구축,https://www.yna.co.kr/view/AKR20260522116400052,이준영,5,2026-05-24T09:05:01,2026-05-24T19:46:36
AKR20260522127200052,"창원 민주주의전당, 6월 체험·강연 프로그램…역사 의미 조명",https://www.yna.co.kr/view/AKR20260522127200052,김선경,5,2026-05-24T09:05:01,2026-05-24T19:46:36
AKR20260522135600052,"경남교육청, '근골격계 건강지킴이 사업' 전 교직원으로 확대",https://www.yna.co.kr/view/AKR20260522135600052,김동민,5,2026-05-24T09:03:00,2026-05-24T19:46:36
AKR20260522105300064,"지게 메고, 교복 입고…이색 유세전 펼치는 충북 후보들",https://www.yna.co.kr/view/AKR20260522105300064,김형우,5,2026-05-24T09:00:03,2026-05-24T19:46:36
AKR20260522113400004,"대법 ""예식장 생화장식은 재화 아닌 예식용역 공급…부가세 대상""",https://www.yna.co.kr/view/AKR20260522113400004,이미령,5,2026-05-24T09:00:02,2026-05-24T19:46:36
AKR20260523023400004,"사건관계자에 피의자 전과 알린 檢수사관…법원 ""인권침해는 아냐""",https://www.yna.co.kr/view/AKR20260523023400004,이미령,5,2026-05-24T09:00:01,2026-05-24T19:46:36
AKR20260524003800004,[내일날씨] 대체공휴일 전국 곳곳 비소식…낮 최고 30도,https://www.yna.co.kr/view/AKR20260524003800004,전재훈,5,2026-05-24T09:00:00,2026-05-24T19:46:36
AKR20260522098500052,하동 재첩 새 맛 찾는 '섬진강 요리경연대회' 6월 13일 개최,https://www.yna.co.kr/view/AKR20260522098500052,박정헌,5,2026-05-24T08:20:00,2026-05-24T19:46:36
AKR20260522138800052,"성매매 불법 촬영·아동 성 착취물 제작 30대, 징역 5년 8개월",https://www.yna.co.kr/view/AKR20260522138800052,정종호,5,2026-05-24T08:03:00,2026-05-24T19:46:36
AKR20260522104400060,퇴사에 불만…아파트 운영파일 지우고 나간 관리소장 처벌은,https://www.yna.co.kr/view/AKR20260522104400060,최재훈,5,2026-05-24T08:00:05,2026-05-24T19:46:36
AKR20260522131200054,경선 과열에 대리투표까지…전남선관위 43건 고발,https://www.yna.co.kr/view/AKR20260522131200054,형민우,5,2026-05-24T08:00:04,2026-05-24T19:46:36
AKR20260522152600004,건보급여로 주식·부동산…48억원 챙긴 사무장병원 적발,https://www.yna.co.kr/view/AKR20260522152600004,이밝음,5,2026-05-24T08:00:01,2026-05-24T19:46:36
AKR20260522094400065,'인천공항 통합' 문제 품은 영종구…첫 구청장 선거 '3파전',https://www.yna.co.kr/view/AKR20260522094400065,황정환,5,2026-05-24T07:27:01,2026-05-24T19:46:36
AKR20260523015900062,관리사무소 직원들에게 욕설·협박 일삼은 입주민 실형 철퇴,https://www.yna.co.kr/view/AKR20260523015900062,박영서,5,2026-05-24T07:00:08,2026-05-24T19:46:36
AKR20260524006100063,세종서 돈사 화재로 450마리 폐사…1억5천만원 피해,https://www.yna.co.kr/view/AKR20260524006100063,박주영,5,2026-05-24T07:00:05,2026-05-24T19:46:36
AKR20260522146600505,[소셜＋] 석탄일의 '힙한' 진화… MZ 사로잡은 부처님 '생신 카페',https://www.yna.co.kr/view/AKR20260522146600505,정윤주,5,2026-05-24T07:00:04,2026-05-24T19:46:36
AKR20260522150400004,"'한덕수 재판 위증' 윤석열, 28일 1심 선고…구형은 징역 2년",https://www.yna.co.kr/view/AKR20260522150400004,이미령,5,2026-05-24T07:00:03,2026-05-24T19:46:36
AKR20260524005600062,강원 내륙 낮 최고 28도…내륙·산지 짙은 안개,https://www.yna.co.kr/view/AKR20260524005600062,이상학,5,2026-05-24T06:50:23,2026-05-24T19:46:36
AKR20260522103900051,"[빈집의 재탄생] 철거 기다리던 빈집, 외국인 유학생 보금자리로",https://www.yna.co.kr/view/AKR20260522103900051,박성제,5,2026-05-24T06:45:00,2026-05-24T19:46:36
AKR20260524005200052,부산·울산·경남 가끔 구름 많아…내일 밤부터 강한 비,https://www.yna.co.kr/view/AKR20260524005200052,박정헌,5,2026-05-24T06:14:28,2026-05-24T19:46:36
AKR20260524005100056,제주 대체로 흐림…낮 최고 23∼25도,https://www.yna.co.kr/view/AKR20260524005100056,백나용,5,2026-05-24T06:12:57,2026-05-24T19:46:36
AKR20260522124100055,[공약비교:전북] 5인5색…새만금개발·전북 발전 '동상이몽',https://www.yna.co.kr/view/AKR20260522124100055,임채두,5,2026-05-24T06:11:13,2026-05-24T19:46:36
AKR20260522085000053,"[공약비교:경북] ""500만 메가시티 실현"" vs ""글로벌 산업 중심지 육성""",https://www.yna.co.kr/view/AKR20260522085000053,이승형,5,2026-05-24T06:11:13,2026-05-24T19:46:36
AKR20260522113300062,"[공약비교:강원] ""청정에너지 고속도로 건설"" vs ""생애 전주기 돌봄시스템 구축""",https://www.yna.co.kr/view/AKR20260522113300062,이재현,5,2026-05-24T06:11:10,2026-05-24T19:46:36
AKR20260522122600530,내 병원비 마지노선 바뀐다…건보 본인부담상한제 기준 조정,https://www.yna.co.kr/view/AKR20260522122600530,서한기,5,2026-05-24T06:11:01,2026-05-24T19:46:36
AKR20260522120800530,"서울역 주변 비둘기는 몇 마리?…""최대 351마리 관찰""",https://www.yna.co.kr/view/AKR20260522120800530,이재영,5,2026-05-24T06:09:02,2026-05-24T19:46:36
AKR20260522092800530,수련회·수학여행 지역 격차…대구·제주·경남 실시율 90% 넘어,https://www.yna.co.kr/view/AKR20260522092800530,노재현,5,2026-05-24T06:07:00,2026-05-24T19:46:36
AKR20260524005000063,대전·세종·충남 낮 기온 25∼29도…큰 일교차 주의,https://www.yna.co.kr/view/AKR20260524005000063,박주영,5,2026-05-24T06:06:19,2026-05-24T19:46:36
AKR20260522045800057,부부싸움 후 도시가스 호스 절단 60대 징역형 집유,https://www.yna.co.kr/view/AKR20260522045800057,김근주,5,2026-05-24T06:06:01,2026-05-24T19:46:36
AKR20260522118900530,"공보의 감소에 개원의 보건소 근무 허용…""의료공백 해소""",https://www.yna.co.kr/view/AKR20260522118900530,김잔디,5,2026-05-24T06:03:00,2026-05-24T19:46:36
AKR20260522123000530,"""생활습관 바꿔유""…고혈압 진단 경험률, 충남 높고 경남 낮아",https://www.yna.co.kr/view/AKR20260522123000530,고유선,5,2026-05-24T06:01:00,2026-05-24T19:46:36
